student_id,avg_attendance,avg_assignments,avg_quizzes,avg_labs,avg_midterm,avg_final,avg_overall,semester,credits_registered,credits_passed,failed_courses,attendance_risk_score,course_difficulty_index,failed_course_ratio,performance_trend,credit_completion_ratio,academic_consistency,study_efficiency,semester_momentum,programme_encoded,school_encoded,target_gpa,target_risk
STU00579,94.9,78.3,78.7,79.3,81.9,84.8,81.5,2,21,21,0,0.0,0.71,0.0,2.8999999999999915,1.0,0.9088347044588176,1.785674157303371,0.0,0.71,3,2.7,0
STU00580,77.8,71.0,64.6,72.0,64.7,75.0,69.8,2,30,30,0,0.0,0.62,0.0,10.299999999999997,1.0,0.8456267150342679,1.1111020408163266,0.0,0.62,1,1.47,2
STU00581,89.0,67.9,61.5,62.7,53.6,48.9,56.5,4,48,6,14,0.0,0.4,0.875,-4.700000000000003,0.125,0.7470792833932165,3.7666666666666657,-2.579999999999991,0.4,1,0.125,2
STU00582,71.4,58.4,32.4,64.1,49.1,42.1,49.0,1,15,0,5,0.010516273104099165,0.73,1.0,-7.0,0.0,0.5785909878092834,1.2739999999999998,0.0,0.73,2,0.0,2
STU00583,81.2,88.5,70.0,87.3,76.9,73.8,78.6,3,45,45,0,0.0,0.55,0.0,-3.1000000000000085,1.0,0.7255611786451002,1.5175247524752473,2.5800000000000125,0.55,1,2.36,1
STU00584,83.9,66.4,43.3,62.7,53.9,57.5,57.1,3,45,12,11,0.0,0.62,0.7333333333333333,3.6000000000000014,0.26666666666666666,0.7027384242044652,1.6495555555555559,2.489999999999995,0.62,1,0.287,2
STU00585,73.3,70.6,43.0,67.9,64.7,64.2,63.7,3,33,24,3,0.003412569358947842,0.18,0.2727272727272727,-0.5,0.7272727272727273,0.6341418003895194,1.0616666666666668,8.870000000000005,0.18,0,0.818,2
STU00586,81.0,77.8,80.7,89.7,96.3,94.8,90.5,2,30,30,0,0.0,0.8,0.0,-1.5,1.0,0.7234879950365827,1.7301470588235293,0.0,0.8,2,3.58,0
STU00587,71.7,73.9,65.4,79.3,77.3,77.1,75.8,7,105,105,0,0.009229517863897321,0.55,0.0,-0.20000000000000284,1.0,0.8168485750957848,2.206119402985075,0.16800000000000637,0.55,1,2.111,1
STU00588,83.9,77.1,65.0,84.1,71.9,67.3,72.4,3,45,45,0,0.0,0.62,0.0,-4.6000000000000085,1.0,0.743047777895492,1.988450704225352,-2.069999999999993,0.62,1,1.773,2
STU00589,84.8,91.0,85.0,81.0,96.1,89.4,89.9,1,15,15,0,0.0,0.55,0.0,-6.699999999999989,1.0,0.8075595330151859,1.9159016393442623,0.0,0.55,1,3.5,0
STU00590,80.7,71.4,70.5,75.3,77.9,74.8,74.9,8,117,117,0,0.0,0.55,0.0,-3.1000000000000085,1.0,0.8992417635018247,4.993333333333333,-3.550714285714278,0.55,1,1.982,2
STU00591,85.1,73.1,57.1,70.6,69.2,66.3,67.9,3,33,33,0,0.0,0.18,0.0,-2.9000000000000057,1.0,0.7937288731359191,1.231674418604651,-5.520000000000003,0.18,0,1.364,2
STU00592,83.6,63.3,74.0,70.9,90.1,87.5,80.8,4,48,48,0,0.0,0.4,0.0,-2.5999999999999943,1.0,0.6215411368310804,2.086887417218543,-3.3900000000000006,0.4,1,2.644,0
STU00593,97.1,74.7,93.7,83.7,87.5,85.5,85.0,5,63,63,0,0.0,0.62,0.0,-2.0,1.0,0.7702852009798044,1.3366935483870968,1.7072727272727235,0.62,1,2.99,0
STU00594,96.9,95.2,87.4,95.9,95.6,92.4,93.8,2,30,30,0,0.0,0.8,0.0,-3.1999999999999886,1.0,0.880649908066879,1.2972340425531914,0.0,0.8,2,3.8,0
STU00595,84.6,85.0,70.5,82.1,79.5,77.7,79.3,8,117,117,0,0.0,0.55,0.0,-1.7999999999999972,1.0,0.8175841137522405,1.2521052631578946,-2.7942857142857065,0.55,1,2.433,1
STU00596,77.2,67.9,50.5,66.2,55.0,53.0,57.6,5,63,18,15,0.0,0.62,0.7142857142857143,-2.0,0.2857142857142857,0.7342996675450579,1.7688188976377952,-5.226363636363629,0.62,1,0.319,2
STU00597,96.4,74.5,90.7,86.0,89.9,89.0,86.8,3,33,33,0,0.0,0.82,0.0,-0.9000000000000057,1.0,0.7772969091667862,3.0224999999999995,-4.319999999999993,0.82,3,3.145,0
STU00598,88.4,88.4,76.7,86.2,76.5,80.8,81.1,2,30,30,0,0.0,0.8,0.0,4.299999999999997,1.0,0.8189628644602316,2.0275,0.0,0.8,2,2.56,0
STU00599,95.5,57.8,86.0,68.8,88.8,93.1,82.2,2,27,27,0,0.0,0.22,0.0,4.299999999999997,1.0,0.5007561272840252,1.4773271889400923,0.0,0.22,0,2.778,0
STU00600,67.8,83.9,52.4,81.0,80.6,80.1,78.2,1,15,15,0,0.029744512098872983,0.8,0.0,-0.5,1.0,0.5648946487726603,3.91,0.0,0.8,2,2.28,1
STU00601,65.8,78.6,35.5,68.8,54.2,47.9,56.3,2,30,6,8,0.04296252975515949,0.4,0.8,-6.300000000000004,0.2,0.43267195458790253,1.8146280991735535,0.0,0.4,1,0.23,2
STU00602,93.0,95.6,77.3,96.3,85.3,64.6,81.5,1,15,15,0,0.0,0.82,0.0,-20.700000000000003,1.0,0.5563322063625633,1.246470588235294,0.0,0.82,3,2.66,0
STU00603,81.7,78.6,59.9,77.5,84.6,76.9,77.9,3,33,33,0,0.0,0.18,0.0,-7.699999999999989,1.0,0.6918964820425159,1.2983333333333333,-0.29000000000000625,0.18,0,2.273,1
STU00604,94.0,62.6,47.9,55.4,55.1,45.9,52.8,1,15,0,5,0.0,0.82,1.0,-9.200000000000003,0.0,0.7776214438795362,1.43,0.0,0.82,3,0.0,2
STU00605,72.2,71.0,63.4,80.8,82.9,78.0,77.4,2,27,27,0,0.007213485313658731,0.22,0.0,-4.900000000000006,1.0,0.7336627034087122,1.2122891566265062,0.0,0.22,0,2.267,1
STU00606,76.1,84.5,59.5,70.5,69.3,62.0,68.6,2,30,30,0,0.0,0.8,0.0,-7.299999999999997,1.0,0.674375813074165,1.3580710659898476,0.0,0.8,3,1.43,2
STU00607,86.7,66.6,84.7,81.0,93.3,91.5,86.0,3,33,33,0,0.0,0.18,0.0,-1.7999999999999972,1.0,0.6451494837415493,1.938728323699422,3.260000000000005,0.18,0,3.118,0
STU00608,89.2,94.6,85.9,99.5,90.8,96.9,94.0,1,15,15,0,0.0,0.55,0.0,6.1000000000000085,1.0,0.8221954881212391,1.788292682926829,0.0,0.55,1,3.94,0
STU00609,89.1,83.4,84.5,94.2,89.1,92.9,89.7,3,33,33,0,0.0,0.82,0.0,3.8000000000000114,1.0,0.8386618458020546,1.7233004926108377,-5.150000000000006,0.82,3,3.482,0
STU00610,80.0,62.2,80.5,84.2,93.3,95.2,86.6,4,48,48,0,0.0,0.4,0.0,1.9000000000000057,1.0,0.5605470572531243,1.8868156424581004,-1.8333333333333286,0.4,1,3.1,0
STU00611,89.9,66.5,77.1,81.0,72.2,74.5,73.9,3,33,33,0,0.0,0.73,0.0,2.299999999999997,1.0,0.81894445296785,1.316027397260274,-1.720000000000013,0.73,2,1.882,2
STU00612,73.9,83.8,69.4,83.2,91.8,91.0,86.8,2,24,24,0,0.0017762215410705145,0.75,0.0,-0.7999999999999972,1.0,0.700207479153406,2.0149999999999997,0.0,0.75,2,3.163,0
STU00613,77.6,60.1,51.9,65.5,72.5,66.1,65.6,2,27,27,0,0.0,0.22,0.0,-6.400000000000006,1.0,0.7431559054817711,1.504941176470588,0.0,0.22,0,1.178,2
STU00614,63.6,66.9,52.6,77.7,83.2,79.2,75.6,2,27,27,0,0.05926050961643848,0.22,0.0,-4.0,1.0,0.587653058699352,3.5099999999999993,0.0,0.22,0,2.022,1
STU00615,85.0,65.0,77.2,78.9,88.4,86.4,81.7,5,63,63,0,0.0,0.62,0.0,-2.0,1.0,0.6916855861660409,1.8103977272727276,-1.5300000000000011,0.62,1,2.681,0
STU00616,73.2,75.7,58.9,85.0,85.5,84.9,81.1,1,15,15,0,0.0037180640123591117,0.82,0.0,-0.5999999999999943,1.0,0.6188613550600428,1.6388082901554402,0.0,0.82,3,2.62,0
STU00617,82.6,86.9,82.1,95.6,96.3,92.7,92.3,3,33,33,0,0.0,0.82,0.0,-3.5999999999999943,1.0,0.7974002303390583,2.4487755102040816,-0.18999999999999773,0.82,3,3.7,0
STU00618,89.4,92.2,74.5,78.5,80.0,77.4,80.3,1,15,15,0,0.0,0.62,0.0,-2.5999999999999943,1.0,0.7722403801275466,1.8102312138728323,0.0,0.62,1,2.6,0
STU00619,84.1,83.5,70.9,93.1,90.3,88.4,87.2,1,15,15,0,0.0,0.55,0.0,-1.8999999999999915,1.0,0.7084371613375792,1.2457142857142858,0.0,0.55,1,3.26,0
STU00620,68.0,83.0,43.5,78.2,67.6,61.6,67.3,8,117,111,2,0.028513804324169674,0.55,0.05128205128205128,-5.999999999999993,0.9487179487179487,0.4828045716451941,1.8354545454545452,-4.55285714285715,0.55,1,1.29,2
STU00621,80.0,79.3,81.4,86.9,94.7,90.8,88.7,2,30,30,0,0.0,0.8,0.0,-3.9000000000000057,1.0,0.7867786752378334,1.038828828828829,0.0,0.8,3,3.41,0
STU00622,85.8,63.5,83.6,81.1,85.5,88.6,82.3,4,48,48,0,0.0,0.4,0.0,3.0999999999999943,1.0,0.6710403604628002,1.9936024844720497,-2.036666666666676,0.4,1,2.75,0
STU00623,72.4,54.4,63.9,77.0,94.6,90.4,81.6,2,27,27,0,0.0064545820646754,0.22,0.0,-4.199999999999989,1.0,0.43057729038769255,1.7390163934426228,0.0,0.22,0,2.611,0
STU00624,85.3,81.2,69.0,80.4,76.0,75.4,76.6,4,48,48,0,0.0,0.4,0.0,-0.5999999999999943,1.0,0.8375876304656021,1.832760736196319,1.9933333333333252,0.4,1,2.169,1
STU00625,76.1,77.1,61.8,80.5,80.9,86.0,79.9,2,27,27,0,0.0,0.22,0.0,5.099999999999994,1.0,0.6930562845659738,0.9861075949367089,0.0,0.22,0,2.489,1
STU00626,66.8,70.1,53.3,84.2,77.2,77.7,75.0,4,48,48,0,0.036151713242533495,0.4,0.0,0.5,1.0,0.6054468068533441,1.6071428571428572,-2.739999999999995,0.4,1,2.044,1
STU00627,95.0,92.6,94.2,91.0,93.9,90.2,92.2,2,30,30,0,0.0,0.8,0.0,-3.700000000000003,1.0,0.9414812470703241,1.2107070707070708,0.0,0.8,3,3.72,0
STU00628,80.4,83.0,77.8,93.9,94.6,97.0,91.8,2,30,30,0,0.0,0.55,0.0,2.4000000000000057,1.0,0.7208783618404174,1.8081818181818181,0.0,0.55,1,3.68,0
STU00629,72.9,70.7,64.1,73.3,83.0,78.6,76.5,3,33,33,0,0.004685296148590804,0.73,0.0,-4.400000000000006,1.0,0.7575976714449943,1.17,0.09999999999999432,0.73,2,2.109,1
STU00630,74.1,55.1,56.1,67.9,72.9,71.7,67.4,2,30,27,1,0.0013145341380124112,0.8,0.1,-1.2000000000000028,0.9,0.7149113198396758,1.4935227272727276,0.0,0.8,3,1.2,2
STU00631,62.0,62.7,27.5,54.3,42.8,44.3,46.4,3,33,0,11,0.07216442131482594,0.18,1.0,1.5,0.0,0.5582081938288126,0.8870588235294117,-2.6899999999999977,0.18,0,0.0,2
STU00632,97.0,88.7,72.2,77.2,72.7,74.5,76.3,2,21,21,0,0.0,0.71,0.0,1.7999999999999972,1.0,0.7734976085483128,1.171535433070866,0.0,0.71,3,2.086,1
STU00633,77.0,83.7,73.9,91.1,91.7,85.1,86.6,3,45,45,0,0.0,0.55,0.0,-6.6000000000000085,1.0,0.7602315932219409,1.986705882352941,1.2000000000000028,0.55,1,3.18,0
STU00634,96.0,85.8,75.0,90.0,73.5,77.7,79.2,5,63,63,0,0.0,0.62,0.0,4.200000000000003,1.0,0.7611485817500763,1.5291089108910891,-2.636363636363626,0.62,1,2.429,1
STU00635,71.6,69.6,43.6,66.2,54.2,53.7,57.1,8,117,33,27,0.009652203739925794,0.55,0.6923076923076923,-0.5,0.28205128205128205,0.6501460622234221,1.840413223140496,-2.21142857142857,0.55,1,0.29,2
STU00636,79.9,68.2,58.0,74.0,71.2,74.0,70.7,1,15,15,0,0.0,0.55,0.0,2.799999999999997,1.0,0.7786104489066087,0.904032786885246,0.0,0.55,1,1.54,2
STU00637,79.1,63.9,74.5,75.8,93.2,92.7,84.2,2,24,24,0,0.0,0.75,0.0,-0.5,1.0,0.5774981919828297,1.506330275229358,0.0,0.75,2,2.913,0
STU00638,89.2,94.0,84.2,96.4,91.6,88.3,91.0,3,33,33,0,0.0,0.82,0.0,-3.299999999999997,1.0,0.8401389492229093,1.397244094488189,-5.459999999999994,0.82,3,3.573,0
STU00639,57.3,59.1,57.7,76.3,87.3,90.0,79.3,2,30,30,0,0.1146484016460762,0.8,0.0,2.700000000000003,1.0,0.4928708251342663,1.7672571428571424,0.0,0.8,3,2.41,1
STU00640,60.7,75.4,50.8,73.7,65.4,68.6,67.6,3,33,33,0,0.08325535195787491,0.18,0.0,3.1999999999999886,1.0,0.6739257071702147,1.3181999999999996,-1.0100000000000051,0.18,0,1.227,2
STU00641,80.5,97.0,60.7,91.2,81.0,83.1,83.5,3,33,33,0,0.0,0.82,0.0,2.0999999999999943,1.0,0.5394025618829389,1.9978527607361964,-1.5500000000000114,0.82,3,2.855,0
STU00642,85.6,66.1,51.8,63.6,57.4,49.7,56.8,2,30,9,7,0.0,0.8,0.7,-7.699999999999996,0.3,0.761796072427193,1.244494382022472,0.0,0.8,3,0.3,2
STU00643,96.0,67.9,92.1,84.5,93.9,90.4,87.4,8,117,117,0,0.0,0.55,0.0,-3.5,1.0,0.6470158958567996,1.3314843750000003,-1.5528571428571354,0.55,1,3.236,0
STU00644,75.3,58.7,60.9,75.0,87.0,83.6,77.3,5,63,63,0,0.0,0.62,0.0,-3.4000000000000057,1.0,0.5707720108535947,1.6655801104972376,-1.940000000000012,0.62,1,2.257,1
STU00645,59.3,56.6,29.9,58.5,47.5,42.7,47.3,2,30,0,10,0.09577619591372226,0.8,1.0,-4.799999999999997,0.0,0.6143000590556897,1.5633050847457624,0.0,0.8,2,0.0,2
STU00646,85.6,66.5,66.3,71.8,72.0,68.9,69.7,2,21,21,0,0.0,0.71,0.0,-3.0999999999999943,1.0,0.9081970709738639,1.6575,0.0,0.71,3,1.429,2
STU00647,80.1,52.1,76.2,71.8,95.5,94.2,83.1,1,15,15,0,0.0,0.55,0.0,-1.2999999999999972,1.0,0.4034422818275576,1.4798630136986302,0.0,0.55,1,2.88,0
STU00648,64.5,77.9,59.2,88.3,84.0,80.4,80.2,2,30,30,0,0.05238320341483519,0.73,0.0,-3.5999999999999943,1.0,0.6268408144266341,2.266521739130435,0.0,0.73,2,2.54,1
STU00649,68.2,54.0,37.9,65.6,59.1,49.5,54.3,2,24,0,8,0.027300554871582654,0.75,1.0,-9.600000000000001,0.0,0.6515957010087913,0.994225352112676,0.0,0.75,2,0.0,2
STU00650,71.2,58.6,69.5,82.5,88.7,85.5,80.4,4,60,60,0,0.011404690393121713,0.55,0.0,-3.200000000000003,1.0,0.580280516958714,4.125789473684211,-4.5,0.55,1,2.55,0
STU00651,95.7,88.5,73.5,94.2,87.3,85.5,86.6,4,48,48,0,0.0,0.4,0.0,-1.7999999999999972,1.0,0.7464255533378806,1.3296850393700788,0.13333333333333997,0.4,1,3.163,0
STU00652,92.0,93.7,89.9,93.1,97.1,90.6,93.3,3,33,33,0,0.0,0.18,0.0,-6.5,1.0,0.9048276417347045,1.2812323943661972,2.280000000000001,0.18,0,3.809,0
STU00653,81.6,90.6,75.1,95.8,91.2,96.6,91.8,2,24,24,0,0.0,0.75,0.0,5.3999999999999915,1.0,0.7108864121721936,1.7295652173913043,0.0,0.75,2,3.675,0
STU00654,74.2,58.3,65.7,69.3,81.7,81.4,74.6,3,45,45,0,0.0011016485962545481,0.62,0.0,-0.29999999999999716,1.0,0.6606673215461459,1.2649565217391303,-0.8599999999999994,0.62,1,1.98,2
STU00655,83.9,87.6,69.4,84.4,81.5,79.8,81.1,2,21,21,0,0.0,0.71,0.0,-1.7000000000000028,1.0,0.770077307678332,1.0944290657439446,0.0,0.71,3,2.671,0
STU00656,75.5,64.0,64.6,76.3,75.2,76.6,73.0,5,63,63,0,0.0,0.62,0.0,1.3999999999999915,1.0,0.7849599520502699,1.2597345132743363,-1.577272727272728,0.62,1,1.795,2
STU00657,88.5,67.4,75.7,79.2,76.0,72.6,74.2,2,21,21,0,0.0,0.71,0.0,-3.4000000000000057,1.0,0.8515936509294685,1.7973913043478262,0.0,0.71,3,1.914,2
STU00658,67.0,53.9,52.3,67.7,73.7,72.3,67.3,5,63,60,1,0.034837187452916314,0.62,0.047619047619047616,-1.4000000000000057,0.9523809523809523,0.6602419161292029,1.2264953271028034,-0.14000000000000057,0.62,1,1.252,2
STU00659,85.2,76.6,77.9,78.7,79.5,78.2,78.4,2,30,30,0,0.0,0.8,0.0,-1.2999999999999972,1.0,0.9643006380386925,1.5842487046632125,0.0,0.8,2,2.26,1
STU00660,75.9,76.7,64.0,86.7,82.1,76.4,78.4,4,60,60,0,0.0,0.62,0.0,-5.699999999999989,1.0,0.7164765343828565,1.3410526315789475,-1.2800000000000011,0.62,1,2.32,1
STU00661,88.8,79.3,84.6,88.2,86.8,86.4,85.5,5,63,63,0,0.0,0.62,0.0,-0.3999999999999915,1.0,0.8844433760733148,2.2229999999999994,-3.7254545454545394,0.62,1,3.067,0
STU00662,74.9,88.5,60.0,78.3,67.2,65.1,70.7,3,33,33,0,4.868644955601062e-05,0.18,0.0,-2.1000000000000085,1.0,0.6175996861925974,2.260081967213115,-3.6499999999999915,0.18,0,1.618,2
STU00663,79.7,83.3,73.2,74.5,81.0,79.5,79.1,7,105,105,0,0.0,0.55,0.0,-1.5,1.0,0.8564536466657702,2.2517518248175183,-0.4639999999999844,0.55,1,2.409,1
STU00664,86.8,73.7,83.3,74.7,88.1,87.6,83.3,3,45,45,0,0.0,0.55,0.0,-0.5,1.0,0.7696090279546528,2.684876033057851,-3.1099999999999994,0.55,1,2.813,0
STU00665,97.3,89.0,93.7,97.7,90.9,88.9,91.3,5,63,63,0,0.0,0.62,0.0,-2.0,1.0,0.8761811358834564,1.5825333333333331,-2.539999999999992,0.62,1,3.605,0
STU00666,73.4,88.5,71.6,91.1,80.1,86.3,84.0,3,33,33,0,0.003115932771584928,0.82,0.0,6.200000000000003,1.0,0.7397821425548712,1.2847058823529411,-4.8500000000000085,0.82,3,2.909,0
STU00667,98.9,97.8,96.2,97.0,96.6,93.7,95.9,2,30,30,0,0.0,0.8,0.0,-2.8999999999999915,1.0,0.9483817431092018,1.5020481927710845,0.0,0.8,3,3.91,0
STU00668,80.9,72.4,78.9,78.6,97.3,92.8,87.6,2,27,27,0,0.0,0.22,0.0,-4.5,1.0,0.6487878134232812,1.5816666666666663,0.0,0.22,0,3.244,0
STU00669,85.6,69.8,64.4,71.2,79.2,79.5,75.2,2,30,30,0,0.0,0.62,0.0,0.29999999999999716,1.0,0.7839958848128634,1.3965714285714284,0.0,0.62,1,2.01,1
STU00670,60.8,70.7,57.9,81.1,91.8,86.1,81.9,4,48,48,0,0.08238357261637202,0.4,0.0,-5.700000000000003,1.0,0.5522252550419774,1.5891044776119405,-2.1933333333333422,0.4,1,2.744,1
STU00671,79.0,73.0,76.9,75.5,92.1,91.7,85.1,4,60,60,0,0.0,0.55,0.0,-0.3999999999999915,1.0,0.6903263366416548,1.4556578947368424,-2.2299999999999898,0.55,1,2.98,0
STU00672,71.8,69.8,64.8,80.0,93.0,87.9,83.2,3,33,33,0,0.008813188770036446,0.73,0.0,-5.099999999999994,1.0,0.604736374892233,3.4519148936170216,5.570000000000007,0.73,2,2.845,0
STU00673,88.6,54.3,64.9,63.5,69.1,73.7,67.0,2,27,27,0,0.0,0.22,0.0,4.6000000000000085,1.0,0.758937536909806,1.7078431372549023,0.0,0.22,0,1.211,2
STU00674,94.4,67.1,92.1,85.0,90.6,95.0,87.7,3,33,33,0,0.0,0.82,0.0,4.400000000000006,1.0,0.6282279671028972,1.6133490566037734,-4.969999999999999,0.82,3,3.291,0
STU00675,66.1,46.7,49.1,54.2,70.0,64.8,60.5,2,30,18,4,0.04087832713834597,0.8,0.4,-5.200000000000003,0.6,0.6641048443999891,1.2754054054054051,0.0,0.8,2,0.6,2
STU00676,70.9,66.9,58.3,80.5,87.4,83.5,79.2,2,30,30,0,0.01278156079265344,0.62,0.0,-3.9000000000000057,1.0,0.5916673469393421,1.3728,0.0,0.62,1,2.46,1
STU00677,69.6,67.8,62.1,72.4,72.6,71.8,70.6,3,33,33,0,0.019319627325598214,0.18,0.0,-0.7999999999999972,1.0,0.8501556362977462,1.731698113207547,-3.8200000000000074,0.18,0,1.618,2
STU00678,92.8,82.0,90.8,98.6,92.5,92.4,91.6,2,30,30,0,0.0,0.4,0.0,-0.09999999999999432,1.0,0.8009243583179723,1.8042424242424242,0.0,0.4,1,3.68,0
STU00679,97.1,85.9,94.8,87.5,90.7,88.8,89.3,7,105,105,0,0.0,0.55,0.0,-1.9000000000000057,1.0,0.8857731302285764,2.190377358490566,-2.239999999999995,0.55,1,3.426,0
STU00680,67.3,61.7,34.9,59.5,43.0,51.9,50.1,2,30,3,9,0.03289608329719964,0.62,0.9,8.899999999999999,0.1,0.6245151282822583,1.1770481927710843,0.0,0.62,1,0.1,2
STU00681,69.2,59.1,61.6,66.0,75.4,71.4,69.0,8,117,114,1,0.021505527282624413,0.55,0.02564102564102564,-4.0,0.9743589743589743,0.7751296669930275,1.4867403314917125,-2.3885714285714386,0.55,1,1.444,2
STU00682,71.2,58.1,52.2,69.7,72.4,70.4,67.2,8,117,114,1,0.011404690393121713,0.55,0.02564102564102564,-2.0,0.9743589743589743,0.7034962994422422,2.9120000000000004,-1.779285714285706,0.55,1,1.328,2
STU00683,88.2,67.1,88.0,89.3,92.0,89.2,86.6,5,75,75,0,0.0,0.55,0.0,-2.799999999999997,1.0,0.6606918804390322,2.447391304347826,-1.2966666666666669,0.55,1,3.144,0
STU00684,93.5,98.1,85.5,94.3,92.6,93.6,93.3,4,48,48,0,0.0,0.4,0.0,1.0,1.0,0.8469676867818797,1.568405172413793,-2.049999999999997,0.4,1,3.794,0
STU00685,80.2,77.8,77.8,92.4,89.5,87.7,86.4,2,30,30,0,0.0,0.8,0.0,-1.7999999999999972,1.0,0.7727140811909172,2.3729577464788734,0.0,0.8,2,3.15,0
STU00686,90.9,77.9,88.4,83.4,93.0,90.0,87.9,5,63,63,0,0.0,0.62,0.0,-3.0,1.0,0.8016232540509516,1.7313636363636364,1.3236363636363677,0.62,1,3.31,0
STU00687,70.9,74.9,67.6,92.5,93.2,91.3,87.2,1,15,15,0,0.01278156079265344,0.4,0.0,-1.9000000000000057,1.0,0.604926167237903,1.8089361702127662,0.0,0.4,1,3.2,0
STU00688,95.0,74.8,93.8,86.6,88.1,95.2,88.6,2,27,27,0,0.0,0.22,0.0,7.1000000000000085,1.0,0.7306179911971353,1.1874226804123709,0.0,0.22,0,3.367,0
STU00689,87.8,70.1,72.1,70.7,74.2,77.6,73.9,2,30,30,0,0.0,0.82,0.0,3.3999999999999915,1.0,0.8984946635228801,1.8594193548387097,0.0,0.82,3,1.83,2
STU00690,60.5,69.9,25.6,59.6,38.0,36.1,44.2,3,33,0,11,0.08500806061998104,0.73,1.0,-1.8999999999999986,0.0,0.3912188862617004,0.9630167597765362,1.2299999999999969,0.73,2,0.0,2
STU00691,64.8,62.2,32.7,57.5,50.2,53.8,52.4,5,63,3,20,0.05015432184767333,0.62,0.9523809523809523,3.5999999999999943,0.047619047619047616,0.6233672581649039,1.1744827586206898,-4.165454545454551,0.62,1,0.048,2
STU00692,67.7,57.6,44.1,58.7,65.9,53.3,57.6,3,33,6,9,0.03036633613675462,0.18,0.8181818181818182,-12.600000000000009,0.18181818181818182,0.7329544358478626,1.8877310924369748,-1.6999999999999957,0.18,0,0.182,2
STU00693,80.7,78.5,57.6,80.7,63.8,70.9,70.0,4,60,60,0,0.0,0.62,0.0,7.1000000000000085,1.0,0.6754062367957279,1.1767241379310345,-1.5800000000000125,0.62,1,1.495,2
STU00694,87.4,58.5,82.6,74.4,91.1,92.4,83.2,4,60,60,0,0.0,0.62,0.0,1.3000000000000114,1.0,0.5353794857927363,1.8127374301675978,-3.7299999999999898,0.62,1,2.835,0
STU00695,64.5,78.8,50.7,78.9,77.8,81.1,76.4,2,30,30,0,0.05238320341483519,0.18,0.0,3.299999999999997,1.0,0.5739940010855351,3.6785185185185187,0.0,0.18,0,2.13,1
STU00696,96.3,83.7,93.3,94.2,92.9,91.3,91.3,3,33,33,0,0.0,0.73,0.0,-1.6000000000000085,1.0,0.8581001918410193,2.4899999999999998,1.5499999999999972,0.73,2,3.609,0
STU00697,75.3,75.5,70.6,91.3,88.9,92.9,86.6,2,30,30,0,0.0,0.82,0.0,4.0,1.0,0.6632706329013361,1.6315942028985506,0.0,0.82,3,3.16,0
STU00698,84.5,71.7,61.8,71.2,68.3,78.7,71.7,2,30,30,0,0.0,0.8,0.0,10.400000000000006,1.0,0.7961672799137052,1.2318502202643173,0.0,0.8,2,1.71,2
STU00699,92.4,81.8,86.1,89.2,92.6,96.2,90.9,2,24,24,0,0.0,0.75,0.0,3.6000000000000085,1.0,0.8137146752365548,1.5617180616740087,0.0,0.75,2,3.587,0
STU00700,63.7,51.1,46.7,63.3,71.5,74.5,65.6,4,60,57,1,0.05848247854098091,0.62,0.05,3.0,0.95,0.5919531617299036,1.3053061224489795,-0.18999999999999773,0.62,1,1.145,2
STU00701,71.3,95.3,46.0,83.9,49.4,46.1,60.2,5,63,30,11,0.01095748011042551,0.62,0.5238095238095238,-3.299999999999997,0.47619047619047616,0.2123925117448695,1.792213740458015,0.19545454545455243,0.62,1,0.524,2
STU00702,59.5,57.6,51.8,81.8,77.9,77.1,72.6,4,60,60,0,0.09395191835701368,0.62,0.0,-0.8000000000000114,1.0,0.5484065249954704,2.505663716814159,0.2799999999999869,0.62,1,1.785,2
STU00703,80.4,76.5,77.1,77.8,91.1,91.8,85.7,8,117,117,0,0.0,0.55,0.0,0.7000000000000028,1.0,0.7380352016862656,1.0851623376623376,-3.03857142857143,0.55,1,3.087,0
STU00704,75.2,60.7,76.9,77.8,93.4,93.3,84.5,3,33,33,0,0.0,0.18,0.0,-0.10000000000000853,1.0,0.5458500003058218,1.7436507936507935,0.3399999999999892,0.18,0,2.936,0
STU00705,73.0,52.5,48.7,58.4,62.9,65.4,60.0,3,45,24,7,0.004354648431614539,0.62,0.4666666666666667,2.500000000000007,0.5333333333333333,0.767389213969391,1.481012658227848,-1.8899999999999935,0.62,1,0.573,2
STU00706,57.9,49.0,18.1,52.3,38.4,38.8,40.2,1,15,0,5,0.1088685078431775,0.73,1.0,0.3999999999999986,0.0,0.5547822006153742,2.6799999999999997,0.0,0.73,2,0.0,2
STU00707,74.7,44.9,71.9,72.2,78.6,73.4,70.4,2,30,30,0,0.00025298221281346673,0.8,0.0,-5.199999999999989,1.0,0.5565977497175328,2.08,0.0,0.8,3,1.57,2
STU00708,82.8,72.9,77.1,88.6,91.3,85.5,85.0,2,30,30,0,0.0,0.8,0.0,-5.799999999999997,1.0,0.7400384643836708,2.7172131147540983,0.0,0.8,3,2.97,0
STU00709,83.8,68.5,62.2,63.7,59.9,57.3,61.2,4,48,27,7,0.0,0.4,0.4375,-2.6000000000000014,0.5625,0.8593981191843832,2.7434482758620686,-8.406666666666666,0.4,1,0.662,2
STU00710,63.8,85.2,49.6,82.9,79.0,77.9,77.2,4,48,48,0,0.05770788250926997,0.4,0.0,-1.0999999999999943,1.0,0.5181090487580319,3.382921348314607,1.2999999999999972,0.4,1,2.325,1
