student_id,programme,school,semester,credits_registered,credits_passed,failed_courses,failed_ratio,cumulative_gpa,gpa_band,risk_level,avg_attendance,avg_assignments,avg_quizzes,avg_labs,avg_midterm,avg_final,avg_overall,study_hours,base_exam,anxiety,attendance_base
STU01262,SWE,CS&AI,3,45,42,1,0.0667,1.293,At Risk (<2.0),High Risk,64.1,70.1,46.8,69.8,72.7,67.0,67.5,16.9,74.3,0.444,67.6
STU01263,DSAI,CS&AI,5,63,42,7,0.3333,0.667,At Risk (<2.0),High Risk,70.9,51.5,56.2,56.9,65.2,65.3,61.0,14.1,74.7,0.264,70.7
STU01264,BUS,BUS,3,33,33,0,0.0,3.3,Good (3.0-3.5),Low Risk,86.7,77.1,84.3,75.6,92.8,96.3,88.1,24.6,100.0,0.204,83.9
STU01265,MECH,ENGR,3,33,33,0,0.0,1.573,At Risk (<2.0),High Risk,91.7,74.1,74.3,70.9,69.2,69.3,70.7,22.1,77.8,0.251,92.6
STU01266,PHYS,SCI,1,15,15,0,0.0,2.0,Below Average (2.0-2.5),Medium Risk,77.6,69.5,66.5,77.8,80.3,74.1,75.1,21.5,84.6,0.516,84.8
STU01267,CSAI,CS&AI,5,75,72,1,0.04,1.512,At Risk (<2.0),High Risk,89.5,60.5,68.2,65.3,75.6,72.0,70.0,22.9,81.2,0.307,88.6
STU01268,FIN,BUS,2,27,27,0,0.0,2.3,Below Average (2.0-2.5),Medium Risk,71.5,72.6,58.6,72.0,84.7,82.7,77.8,20.0,87.8,0.408,75.5
STU01269,SWE,CS&AI,4,48,48,0,0.0,3.188,Good (3.0-3.5),Low Risk,89.9,72.1,87.0,85.8,90.3,90.7,86.7,26.0,94.0,0.229,91.7
STU01270,SWE,CS&AI,4,48,48,0,0.0,2.594,Average (2.5-3.0),Low Risk,84.5,80.2,78.0,82.2,82.4,79.4,80.7,25.6,86.6,0.331,84.4
STU01271,FIN,BUS,2,27,12,5,0.5556,0.444,At Risk (<2.0),High Risk,69.9,65.1,47.6,62.4,54.9,57.4,57.6,27.8,60.1,0.219,67.7
STU01272,DSAI,CS&AI,5,63,63,0,0.0,2.138,Below Average (2.0-2.5),Medium Risk,82.1,91.5,61.7,85.1,73.7,71.8,76.3,26.5,78.1,0.091,82.8
STU01273,DSAI,CS&AI,5,63,42,7,0.3333,0.748,At Risk (<2.0),High Risk,88.7,72.1,49.0,63.0,61.1,62.2,62.1,17.6,68.3,0.356,88.5
STU01274,EEE,ENGR,1,15,15,0,0.0,2.92,Average (2.5-3.0),Low Risk,97.3,83.3,91.3,89.4,82.0,84.1,84.9,32.3,87.9,0.405,100.0
STU01275,CSAI,CS&AI,5,75,75,0,0.0,3.196,Good (3.0-3.5),Low Risk,89.4,69.8,84.4,83.8,93.5,92.4,87.2,23.9,100.0,0.429,89.4
STU01276,DSAI,CS&AI,5,63,63,0,0.0,1.919,At Risk (<2.0),High Risk,81.7,54.0,66.9,67.8,81.4,82.0,74.0,14.6,89.4,0.604,81.5
STU01277,CSAI,CS&AI,4,60,60,0,0.0,1.605,At Risk (<2.0),High Risk,77.8,81.2,63.5,78.8,65.4,69.1,70.7,23.0,75.7,0.376,78.7
STU01278,CSAI,CS&AI,1,15,15,0,0.0,3.8,High (>=3.5),Low Risk,75.1,95.4,69.8,96.4,95.3,96.5,93.3,21.4,100.0,0.136,78.3
STU01279,BUS,BUS,3,33,33,0,0.0,2.645,Average (2.5-3.0),Low Risk,75.9,50.1,75.0,74.1,93.4,90.6,81.3,5.0,100.0,0.625,79.4
STU01280,EEE,ENGR,2,30,30,0,0.0,2.77,Average (2.5-3.0),Low Risk,79.0,66.7,68.8,78.4,92.7,87.7,82.8,22.7,96.0,0.089,71.2
STU01281,DSAI,CS&AI,4,60,60,0,0.0,2.34,Below Average (2.0-2.5),Medium Risk,66.7,92.9,53.3,92.3,76.1,73.1,77.8,25.6,79.6,0.199,65.6
STU01282,SWE,CS&AI,3,45,33,4,0.2667,0.86,At Risk (<2.0),High Risk,74.5,66.1,47.3,64.2,66.2,66.5,64.1,25.5,69.5,0.233,78.0
STU01283,SWE,CS&AI,4,48,48,0,0.0,2.387,Below Average (2.0-2.5),Medium Risk,81.9,68.5,75.1,80.0,81.9,83.6,79.4,21.2,88.5,0.18,80.9
STU01284,EEE,ENGR,2,30,0,10,1.0,0.0,At Risk (<2.0),High Risk,57.4,52.0,34.7,62.0,54.9,55.4,53.6,21.9,66.1,0.372,60.0
STU01285,BUS,BUS,3,33,33,0,0.0,3.945,High (>=3.5),Low Risk,92.6,94.5,87.8,93.7,97.3,94.1,94.4,24.2,100.0,0.223,93.3
STU01286,BUS,BUS,3,33,27,2,0.1818,1.064,At Risk (<2.0),High Risk,82.6,47.7,65.0,63.0,73.5,70.7,66.4,18.2,76.5,0.41,81.9
STU01287,DSAI,CS&AI,5,63,24,13,0.619,0.41,At Risk (<2.0),High Risk,86.6,59.8,58.6,55.9,61.5,60.1,59.7,24.2,67.3,0.146,87.1
STU01288,DSAI,CS&AI,5,63,63,0,0.0,1.414,At Risk (<2.0),High Risk,67.4,81.9,47.4,77.3,70.1,65.0,69.1,13.5,74.5,0.351,67.6
STU01289,SWE,CS&AI,3,45,45,0,0.0,3.64,High (>=3.5),Low Risk,89.5,80.6,90.4,86.8,94.7,95.9,91.3,21.1,100.0,0.156,86.9
STU01290,MECH,ENGR,2,30,30,0,0.0,2.81,Average (2.5-3.0),Low Risk,85.2,85.7,63.6,87.3,85.6,82.4,82.8,22.0,87.7,0.251,86.5
STU01291,SWE,CS&AI,4,48,48,0,0.0,3.338,Good (3.0-3.5),Low Risk,79.7,78.7,70.8,90.8,94.8,92.0,88.5,22.6,100.0,0.32,81.2
STU01292,CIV,ENGR,1,15,15,0,0.0,3.32,Good (3.0-3.5),Low Risk,76.2,75.8,73.1,85.7,92.0,98.4,88.7,24.4,100.0,0.084,80.4
STU01293,MECH,ENGR,3,33,33,0,0.0,2.945,Average (2.5-3.0),Low Risk,88.1,75.4,84.1,83.9,85.9,89.6,84.9,27.3,95.0,0.267,84.4
STU01294,DSAI,CS&AI,2,30,30,0,0.0,2.41,Below Average (2.0-2.5),Medium Risk,70.9,77.0,62.7,78.5,81.7,82.4,78.8,24.7,86.5,0.305,68.8
STU01295,DSAI,CS&AI,1,15,15,0,0.0,2.34,Below Average (2.0-2.5),Medium Risk,76.7,69.8,64.8,78.5,82.9,82.4,78.3,27.0,91.4,0.211,77.6
STU01296,DSAI,CS&AI,5,63,63,0,0.0,3.238,Good (3.0-3.5),Low Risk,87.3,76.7,86.3,91.8,90.2,88.6,87.5,20.2,100.0,0.35,87.5
STU01297,CSAI,CS&AI,3,45,27,6,0.4,0.733,At Risk (<2.0),High Risk,79.1,79.9,48.7,68.6,59.0,57.4,62.1,20.8,64.3,0.265,80.1
STU01298,CSAI,CS&AI,4,60,27,11,0.55,0.535,At Risk (<2.0),High Risk,75.9,79.1,47.1,73.7,57.5,54.7,61.3,21.8,64.4,0.338,76.6
STU01299,MATH,SCI,3,33,33,0,0.0,2.027,Below Average (2.0-2.5),Medium Risk,85.4,63.1,72.1,77.2,75.3,81.7,75.4,18.7,86.6,0.356,82.7
STU01300,DSAI,CS&AI,5,63,63,0,0.0,2.933,Average (2.5-3.0),Low Risk,76.3,71.6,69.1,82.8,88.9,92.3,84.4,19.5,100.0,0.353,76.1
STU01301,CSAI,CS&AI,7,105,105,0,0.0,1.84,At Risk (<2.0),High Risk,85.5,71.5,77.5,73.7,76.7,69.3,73.3,23.0,82.3,0.291,85.0
STU01302,MECH,ENGR,3,33,33,0,0.0,1.582,At Risk (<2.0),High Risk,79.0,73.7,63.7,78.0,69.2,70.3,71.0,18.4,74.8,0.332,77.3
STU01303,MATH,SCI,3,33,33,0,0.0,2.173,Below Average (2.0-2.5),Medium Risk,89.7,73.7,80.4,69.0,77.7,80.5,76.9,21.9,84.8,0.133,93.6
STU01304,DSAI,CS&AI,1,15,15,0,0.0,3.54,High (>=3.5),Low Risk,75.6,97.6,78.5,94.8,89.8,88.1,90.1,19.0,96.2,0.379,82.7
STU01305,CHEM,SCI,1,15,15,0,0.0,2.54,Average (2.5-3.0),Low Risk,75.8,49.3,76.0,72.5,92.7,89.0,80.4,15.3,100.0,0.442,79.0
STU01306,BUS,BUS,3,33,33,0,0.0,2.455,Below Average (2.0-2.5),Medium Risk,71.3,64.6,68.6,82.7,82.2,86.4,79.5,15.6,91.1,0.436,71.8
STU01307,EEE,ENGR,2,30,30,0,0.0,3.16,Good (3.0-3.5),Low Risk,75.9,74.8,73.4,91.3,90.1,92.9,87.1,22.4,97.5,0.296,78.2
STU01308,CIV,ENGR,2,24,24,0,0.0,2.462,Below Average (2.0-2.5),Medium Risk,79.7,86.4,63.2,80.7,80.4,78.8,79.2,26.6,87.5,0.448,79.8
STU01309,CSAI,CS&AI,5,75,75,0,0.0,2.964,Average (2.5-3.0),Low Risk,93.1,70.9,89.5,77.9,90.6,88.1,84.9,26.0,95.8,0.233,96.0
STU01310,BUS,BUS,1,15,15,0,0.0,1.66,At Risk (<2.0),High Risk,68.4,70.7,50.9,72.9,72.3,76.3,71.2,18.3,76.3,0.125,67.6
STU01311,DSAI,CS&AI,3,45,45,0,0.0,2.293,Below Average (2.0-2.5),Medium Risk,80.8,80.2,67.7,78.6,79.8,77.3,77.7,15.0,83.7,0.345,81.8
STU01312,BUS,BUS,3,33,33,0,0.0,1.691,At Risk (<2.0),High Risk,80.2,60.5,60.6,76.9,78.1,70.4,71.2,9.3,82.2,0.606,78.7
STU01313,MECH,ENGR,3,33,24,3,0.2727,0.755,At Risk (<2.0),High Risk,78.3,53.5,56.7,63.5,68.2,62.9,62.6,11.7,77.3,0.672,81.9
STU01314,CSAI,CS&AI,4,60,15,15,0.75,0.265,At Risk (<2.0),High Risk,69.9,67.0,35.3,64.8,57.7,53.6,56.7,25.4,59.0,0.142,70.4
STU01315,CSAI,CS&AI,6,90,90,0,0.0,2.59,Average (2.5-3.0),Low Risk,86.3,50.1,84.5,69.7,93.4,88.8,81.1,16.9,100.0,0.365,86.2
STU01316,CIV,ENGR,2,24,24,0,0.0,2.612,Average (2.5-3.0),Low Risk,85.2,87.1,64.3,89.6,79.1,81.7,81.2,35.6,84.2,0.092,83.4
STU01317,MECH,ENGR,3,33,33,0,0.0,3.527,High (>=3.5),Low Risk,87.7,74.1,87.2,89.2,94.9,93.8,89.8,27.9,100.0,0.123,89.3
STU01318,CSAI,CS&AI,7,105,99,2,0.0571,1.189,At Risk (<2.0),High Risk,87.5,51.5,63.6,68.2,71.1,68.9,66.3,22.1,75.4,0.207,86.8
STU01319,MATH,SCI,2,30,30,0,0.0,1.9,At Risk (<2.0),High Risk,75.9,64.9,56.1,79.3,78.8,77.7,74.2,22.9,84.8,0.322,75.7
STU01320,CHEM,SCI,2,21,21,0,0.0,3.286,Good (3.0-3.5),Medium Risk,63.4,91.1,61.7,96.7,90.9,88.7,88.2,13.4,100.0,0.254,66.3
STU01321,SWE,CS&AI,4,48,45,1,0.0625,1.056,At Risk (<2.0),High Risk,91.9,48.6,64.3,54.4,70.0,71.4,64.3,26.7,75.3,0.233,88.5
STU01322,SWE,CS&AI,3,45,45,0,0.0,3.14,Good (3.0-3.5),Low Risk,84.0,84.2,78.0,85.1,90.6,88.5,86.9,20.9,93.7,0.368,84.8
STU01323,CSAI,CS&AI,6,90,90,0,0.0,3.4,Good (3.0-3.5),Low Risk,97.8,95.7,90.6,92.8,86.3,86.0,89.0,19.4,93.3,0.243,98.8
STU01324,PHYS,SCI,2,30,21,3,0.3,0.83,At Risk (<2.0),High Risk,90.6,80.6,50.3,74.7,53.9,59.0,62.2,25.5,63.0,0.207,89.8
STU01325,DSAI,CS&AI,5,63,63,0,0.0,1.619,At Risk (<2.0),High Risk,85.1,83.2,62.1,87.2,67.7,62.4,70.8,22.5,71.8,0.365,85.1
STU01326,BUS,BUS,3,33,33,0,0.0,3.082,Good (3.0-3.5),Low Risk,86.2,73.0,77.4,76.9,93.2,92.1,85.8,24.0,99.4,0.238,86.0
STU01327,DSAI,CS&AI,5,63,63,0,0.0,2.081,Below Average (2.0-2.5),Medium Risk,80.6,79.5,65.8,84.5,73.8,75.3,75.9,21.6,81.4,0.453,81.6
STU01328,MECH,ENGR,3,33,33,0,0.0,3.055,Good (3.0-3.5),Low Risk,89.7,68.7,88.5,73.1,93.4,91.7,85.6,28.3,100.0,0.293,87.8
STU01329,DSAI,CS&AI,1,15,15,0,0.0,1.14,At Risk (<2.0),High Risk,65.5,75.4,43.5,72.7,65.9,61.6,64.8,18.3,72.6,0.083,67.8
STU01330,CSAI,CS&AI,6,90,90,0,0.0,3.403,Good (3.0-3.5),Low Risk,77.1,84.6,71.2,88.8,96.2,90.1,89.0,31.7,100.0,0.256,77.7
STU01331,PHYS,SCI,2,30,27,1,0.1,0.9,At Risk (<2.0),High Risk,66.8,70.1,48.2,61.4,64.2,64.1,63.0,12.3,72.0,0.46,67.2
STU01332,SWE,CS&AI,3,45,45,0,0.0,3.46,Good (3.0-3.5),Low Risk,92.9,83.3,85.6,88.3,92.1,92.8,89.8,29.4,95.6,0.262,95.5
STU01333,MECH,ENGR,3,33,33,0,0.0,2.627,Average (2.5-3.0),Low Risk,86.9,79.6,74.5,79.5,84.5,83.0,81.6,20.2,90.1,0.176,81.6
STU01334,FIN,BUS,2,27,27,0,0.0,3.922,High (>=3.5),Low Risk,97.0,97.5,93.3,98.6,94.5,96.7,96.1,24.3,100.0,0.081,100.0
STU01335,FIN,BUS,2,27,27,0,0.0,1.411,At Risk (<2.0),High Risk,82.2,61.4,57.2,66.6,72.5,71.3,68.1,11.0,75.6,0.282,78.8
STU01336,CHEM,SCI,2,21,21,0,0.0,3.186,Good (3.0-3.5),Low Risk,84.5,71.6,72.3,83.5,92.3,94.3,86.5,31.8,100.0,0.127,83.9
STU01337,CSAI,CS&AI,6,90,18,24,0.8,0.2,At Risk (<2.0),High Risk,68.0,57.2,40.1,64.7,55.3,55.6,55.6,12.8,63.5,0.373,71.8
STU01338,EEE,ENGR,2,30,27,1,0.1,1.17,At Risk (<2.0),High Risk,80.4,49.8,59.8,55.3,72.8,73.6,65.7,12.2,77.2,0.415,78.3
STU01339,BUS,BUS,2,30,30,0,0.0,1.59,At Risk (<2.0),High Risk,72.3,69.7,56.9,74.6,72.8,71.4,70.6,19.4,73.0,0.398,72.0
STU01340,DSAI,CS&AI,5,63,57,2,0.0952,1.143,At Risk (<2.0),High Risk,82.5,48.5,64.4,58.9,73.5,72.8,66.4,19.5,80.6,0.192,83.6
STU01341,CSAI,CS&AI,6,90,90,0,0.0,3.163,Good (3.0-3.5),Low Risk,95.9,71.7,91.0,85.9,91.0,89.5,86.9,19.8,100.0,0.49,99.5
STU01342,PHYS,SCI,2,30,30,0,0.0,3.24,Good (3.0-3.5),Low Risk,78.7,86.5,81.5,86.4,89.9,88.2,87.5,21.9,97.4,0.425,80.9
STU01343,SWE,CS&AI,4,48,48,0,0.0,2.863,Average (2.5-3.0),Low Risk,75.3,85.6,70.5,84.9,83.7,86.8,83.8,13.2,91.3,0.36,71.7
STU01344,MECH,ENGR,3,33,30,1,0.0909,1.7,At Risk (<2.0),High Risk,66.2,71.8,44.4,73.1,75.5,78.4,72.4,21.2,82.3,0.242,68.6
STU01345,FIN,BUS,2,27,27,0,0.0,3.044,Good (3.0-3.5),Low Risk,83.5,89.3,68.4,89.3,87.9,83.2,85.0,17.8,92.8,0.394,81.0
STU01346,EEE,ENGR,2,30,0,10,1.0,0.0,At Risk (<2.0),High Risk,87.6,56.8,43.3,56.7,42.1,37.9,45.3,15.8,50.4,0.485,89.1
STU01347,SWE,CS&AI,4,48,48,0,0.0,3.738,High (>=3.5),Low Risk,85.9,93.8,82.4,96.9,93.5,93.5,93.0,25.3,100.0,0.259,84.3
STU01348,DSAI,CS&AI,5,63,63,0,0.0,1.548,At Risk (<2.0),High Risk,68.8,70.6,53.1,76.5,69.0,73.7,70.2,19.7,76.8,0.104,65.9
STU01349,SWE,CS&AI,4,48,48,0,0.0,1.894,At Risk (<2.0),High Risk,79.1,78.9,61.7,73.3,75.3,74.5,73.9,25.5,76.7,0.208,78.5
STU01350,CSAI,CS&AI,8,117,117,0,0.0,2.241,Below Average (2.0-2.5),Medium Risk,85.8,67.5,73.9,73.2,80.9,82.8,77.6,14.4,91.6,0.428,86.4
STU01351,PHYS,SCI,2,30,30,0,0.0,3.33,Good (3.0-3.5),Low Risk,96.1,89.5,84.4,89.7,89.5,89.2,89.0,24.5,91.8,0.133,94.2
STU01352,CHEM,SCI,2,21,21,0,0.0,3.571,High (>=3.5),Low Risk,88.9,87.3,84.2,95.6,92.3,93.8,91.7,16.4,100.0,0.375,91.3
STU01353,DSAI,CS&AI,3,45,45,0,0.0,2.707,Average (2.5-3.0),Low Risk,72.9,75.6,72.4,83.0,86.8,85.0,82.6,17.7,93.9,0.409,73.6
STU01354,DSAI,CS&AI,2,30,30,0,0.0,2.54,Average (2.5-3.0),Low Risk,73.2,67.8,69.1,73.9,85.6,88.1,80.3,18.2,92.6,0.337,77.6
STU01355,BUS,BUS,3,33,33,0,0.0,2.9,Average (2.5-3.0),Low Risk,71.3,64.0,68.3,83.5,94.3,90.2,84.3,23.5,97.2,0.46,72.6
STU01356,CSAI,CS&AI,5,75,75,0,0.0,3.644,High (>=3.5),Low Risk,74.7,97.0,67.3,97.7,94.0,91.8,91.7,20.5,99.6,0.356,74.2
STU01357,MECH,ENGR,3,33,33,0,0.0,1.391,At Risk (<2.0),High Risk,71.4,77.3,59.7,67.0,70.3,66.1,68.5,17.1,78.0,0.309,68.7
STU01358,SWE,CS&AI,4,48,48,0,0.0,2.381,Below Average (2.0-2.5),Medium Risk,74.7,78.6,62.9,81.0,78.8,82.7,78.7,18.6,83.5,0.262,76.7
STU01359,CIV,ENGR,2,24,24,0,0.0,1.7,At Risk (<2.0),High Risk,85.3,69.2,66.8,76.0,74.6,70.9,72.1,18.7,78.9,0.271,80.6
STU01360,CSAI,CS&AI,3,45,45,0,0.0,3.873,High (>=3.5),Low Risk,95.3,97.3,92.8,95.7,95.4,91.6,94.3,37.6,100.0,0.333,97.5
STU01361,CIV,ENGR,2,24,18,2,0.25,1.088,At Risk (<2.0),High Risk,84.0,74.3,64.8,74.6,63.4,62.4,66.6,17.2,72.3,0.191,86.1
STU01362,DSAI,CS&AI,3,45,21,8,0.5333,0.467,At Risk (<2.0),High Risk,79.3,49.9,51.2,56.8,63.7,63.7,59.3,15.8,66.1,0.122,78.0
STU01363,EEE,ENGR,2,30,0,10,1.0,0.0,At Risk (<2.0),High Risk,68.6,83.8,34.8,72.0,43.8,42.0,52.6,14.8,51.2,0.568,67.8
STU01364,CSAI,CS&AI,1,15,15,0,0.0,2.92,Average (2.5-3.0),Medium Risk,67.2,93.2,68.0,92.4,79.7,86.9,84.6,29.6,89.4,0.053,69.7
STU01365,SWE,CS&AI,3,45,15,10,0.6667,0.333,At Risk (<2.0),High Risk,81.0,48.3,57.8,65.3,57.2,53.8,56.1,10.3,65.2,0.556,74.7
STU01366,MECH,ENGR,2,30,12,6,0.6,0.43,At Risk (<2.0),High Risk,74.9,57.2,49.6,57.3,57.8,63.3,58.5,17.9,67.1,0.392,77.2
STU01367,CSAI,CS&AI,7,105,105,0,0.0,1.574,At Risk (<2.0),High Risk,76.2,65.1,60.1,69.9,74.3,72.8,70.4,10.6,84.3,0.701,77.1
STU01368,CSAI,CS&AI,6,90,84,2,0.0667,1.193,At Risk (<2.0),High Risk,67.0,51.4,54.1,61.2,73.6,74.6,66.8,15.5,80.2,0.394,67.3
STU01369,CSAI,CS&AI,5,75,66,3,0.12,1.036,At Risk (<2.0),High Risk,80.4,74.8,58.9,67.0,62.1,63.6,64.9,19.4,70.5,0.362,76.9
STU01370,DSAI,CS&AI,4,60,39,7,0.35,0.65,At Risk (<2.0),High Risk,74.9,59.7,45.7,63.1,62.0,59.7,59.5,17.3,66.6,0.255,75.1
STU01371,CSAI,CS&AI,4,60,60,0,0.0,2.125,Below Average (2.0-2.5),Medium Risk,70.4,49.5,70.0,58.4,88.4,87.2,75.9,15.5,97.2,0.459,71.2
STU01372,BUS,BUS,3,33,33,0,0.0,3.945,High (>=3.5),Low Risk,96.0,94.1,95.2,96.7,94.4,98.3,95.9,28.4,100.0,0.0,99.4
STU01373,SWE,CS&AI,4,48,48,0,0.0,2.2,Below Average (2.0-2.5),Medium Risk,79.1,75.3,66.0,73.5,80.4,79.3,76.8,19.4,82.3,0.222,77.7
STU01374,PHYS,SCI,2,30,30,0,0.0,3.81,High (>=3.5),Low Risk,93.1,96.9,92.4,94.4,90.0,96.2,93.8,19.3,100.0,0.261,93.7
STU01375,FIN,BUS,2,27,21,2,0.2222,1.111,At Risk (<2.0),High Risk,56.9,67.8,42.4,66.3,75.0,66.5,66.8,15.1,75.3,0.38,60.0
STU01376,CSAI,CS&AI,8,117,117,0,0.0,2.992,Average (2.5-3.0),Low Risk,77.2,70.3,78.1,76.5,92.8,91.4,85.1,22.2,100.0,0.243,78.0
STU01377,CIV,ENGR,2,24,0,8,1.0,0.0,At Risk (<2.0),High Risk,62.0,61.3,31.6,56.9,39.0,37.5,43.8,8.3,46.8,0.507,60.0
STU01378,BUS,BUS,1,15,15,0,0.0,1.66,At Risk (<2.0),High Risk,71.9,66.2,53.0,69.6,74.9,78.5,71.7,11.7,80.6,0.261,68.9
STU01379,EEE,ENGR,2,30,30,0,0.0,1.27,At Risk (<2.0),High Risk,76.5,75.5,55.1,77.1,64.2,63.7,66.8,13.3,72.4,0.389,78.1
STU01380,SWE,CS&AI,4,48,42,2,0.125,1.137,At Risk (<2.0),High Risk,70.0,68.8,50.0,65.6,71.1,66.2,66.3,19.0,72.0,0.526,65.7
STU01381,SWE,CS&AI,4,48,48,0,0.0,2.962,Average (2.5-3.0),Low Risk,68.9,81.0,67.8,85.3,86.1,90.1,84.6,22.6,95.4,0.506,67.4
STU01382,CSAI,CS&AI,7,105,105,0,0.0,1.749,At Risk (<2.0),High Risk,74.1,78.5,60.4,77.2,71.5,72.3,72.5,23.6,79.0,0.312,75.3
STU01383,MECH,ENGR,3,33,0,11,1.0,0.0,At Risk (<2.0),High Risk,80.9,53.1,41.6,53.4,32.8,28.0,38.4,17.1,40.5,0.666,80.5
STU01384,FIN,BUS,2,27,27,0,0.0,2.733,Average (2.5-3.0),Low Risk,85.7,82.9,78.8,89.0,81.3,81.4,82.4,33.6,83.9,0.097,84.6
STU01385,FIN,BUS,2,27,27,0,0.0,2.133,Below Average (2.0-2.5),Medium Risk,87.4,48.9,73.2,70.3,86.1,86.2,76.9,18.6,88.4,0.089,90.0
STU01386,CSAI,CS&AI,5,75,75,0,0.0,3.704,High (>=3.5),Low Risk,92.7,97.2,88.1,95.7,92.4,90.6,92.6,31.8,100.0,0.412,93.3
STU01387,MATH,SCI,2,30,30,0,0.0,2.89,Average (2.5-3.0),Low Risk,73.1,77.0,60.3,90.0,89.8,85.2,83.6,12.7,95.6,0.559,70.3
STU01388,DSAI,CS&AI,1,15,0,5,1.0,0.0,At Risk (<2.0),High Risk,85.9,66.1,29.0,57.8,33.2,37.9,42.8,30.3,45.6,0.209,88.9
STU01389,BUS,BUS,3,33,33,0,0.0,2.6,Average (2.5-3.0),Low Risk,77.9,83.3,72.3,82.6,78.0,87.2,81.7,31.1,86.4,0.0,78.3
STU01390,CSAI,CS&AI,1,15,15,0,0.0,3.06,Good (3.0-3.5),Low Risk,93.5,87.1,78.9,88.2,84.3,86.4,85.4,28.3,92.0,0.159,91.2
STU01391,BUS,BUS,1,15,15,0,0.0,3.6,High (>=3.5),Low Risk,81.1,89.0,71.7,96.4,93.8,93.8,91.3,26.9,100.0,0.278,76.9
STU01392,CHEM,SCI,2,21,21,0,0.0,1.771,At Risk (<2.0),High Risk,68.2,66.5,63.1,70.1,76.5,75.1,72.3,9.8,83.3,0.565,69.5
STU01393,CSAI,CS&AI,6,90,90,0,0.0,3.46,Good (3.0-3.5),Low Risk,81.3,89.9,77.9,85.7,93.2,91.3,89.5,22.8,100.0,0.256,84.2
STU01394,CSAI,CS&AI,6,90,90,0,0.0,2.84,Average (2.5-3.0),Low Risk,82.7,62.7,79.4,75.7,90.8,90.9,83.2,5.0,100.0,0.371,82.1
STU01395,CHEM,SCI,2,21,0,7,1.0,0.0,At Risk (<2.0),High Risk,71.8,44.7,38.9,53.7,50.1,36.1,44.5,14.8,51.6,0.331,66.8
STU01396,CSAI,CS&AI,2,30,30,0,0.0,3.43,Good (3.0-3.5),Low Risk,87.2,79.9,85.5,82.8,95.9,91.3,89.1,21.0,100.0,0.358,87.0
STU01397,MECH,ENGR,1,15,15,0,0.0,1.6,At Risk (<2.0),High Risk,78.3,69.9,62.2,69.9,72.1,73.7,70.9,13.3,82.3,0.455,75.6
STU01398,BUS,BUS,3,33,33,0,0.0,2.573,Average (2.5-3.0),Low Risk,86.8,95.9,68.9,87.4,79.1,75.1,80.6,12.3,84.2,0.365,88.5
STU01399,MECH,ENGR,3,33,0,11,1.0,0.0,At Risk (<2.0),High Risk,62.4,45.4,29.4,48.5,34.0,32.2,36.9,18.1,40.0,0.322,60.0
STU01400,DSAI,CS&AI,5,63,63,0,0.0,3.724,High (>=3.5),Low Risk,77.6,96.1,69.4,95.8,93.4,94.2,92.0,21.9,100.0,0.06,76.7
STU01401,SWE,CS&AI,2,30,30,0,0.0,3.16,Good (3.0-3.5),Low Risk,75.3,74.9,74.9,76.3,94.4,94.7,86.9,20.2,100.0,0.25,79.8
STU01402,CSAI,CS&AI,2,30,6,8,0.8,0.2,At Risk (<2.0),High Risk,80.5,49.2,50.0,63.3,58.1,55.3,55.9,12.6,61.5,0.454,75.5
STU01403,FIN,BUS,2,27,27,0,0.0,3.178,Good (3.0-3.5),Low Risk,82.8,72.2,75.7,83.3,93.3,92.4,86.6,21.4,96.3,0.317,83.7
STU01404,DSAI,CS&AI,4,60,30,10,0.5,0.595,At Risk (<2.0),High Risk,61.9,64.0,45.3,62.7,60.9,60.7,60.0,5.0,70.3,0.597,65.1
STU01405,CSAI,CS&AI,4,60,60,0,0.0,2.66,Average (2.5-3.0),Low Risk,77.1,80.8,70.8,85.5,81.2,84.2,81.7,18.3,89.7,0.38,76.3
STU01406,DSAI,CS&AI,5,63,3,20,0.9524,0.048,At Risk (<2.0),High Risk,77.2,49.6,46.9,54.0,58.2,51.9,53.3,20.0,61.9,0.127,76.8
STU01407,FIN,BUS,2,27,0,9,1.0,0.0,At Risk (<2.0),High Risk,63.3,65.9,22.6,61.0,38.1,35.6,43.4,13.7,40.6,0.385,65.9
STU01408,CSAI,CS&AI,5,75,75,0,0.0,2.988,Average (2.5-3.0),Low Risk,87.9,76.0,79.1,79.0,90.0,89.2,84.9,31.9,94.8,0.0,86.9
STU01409,BUS,BUS,3,33,30,1,0.0909,1.264,At Risk (<2.0),High Risk,79.8,84.7,54.0,77.8,64.1,61.3,67.4,15.2,64.5,0.302,77.5
STU01410,MATH,SCI,3,33,33,0,0.0,2.064,Below Average (2.0-2.5),Medium Risk,68.3,87.8,55.5,78.9,75.0,76.2,75.9,16.8,81.4,0.294,64.3
STU01411,CHEM,SCI,2,21,18,1,0.1429,1.129,At Risk (<2.0),High Risk,88.5,55.0,64.8,65.6,71.5,68.4,66.6,20.6,71.9,0.034,90.6
STU01412,FIN,BUS,2,27,27,0,0.0,3.033,Good (3.0-3.5),Low Risk,89.6,79.9,74.5,86.7,87.1,89.2,85.3,25.2,90.7,0.165,92.2
STU01413,CHEM,SCI,2,21,21,0,0.0,2.229,Below Average (2.0-2.5),Medium Risk,72.0,60.0,62.1,67.7,84.9,89.5,77.7,8.5,89.0,0.317,73.5
